"River Basin District","Management Catchment","Operational Catchment","Water Body ID","Water Body","Water Body Type","Easting","Northing","Ngr","Hydromorphological designation","Year","Status","Cycle","Classification Level","Classification Item","Classification ID","Certainty","Confidence","Deterioration Type","Linked Reasons","Investigation Outcome"
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2019","Fail","2","Component","Priority hazardous substances","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2019/item/wbc_9/cycle/2","Uncertain",,,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2016","Supports Good","2","Component","Hydromorphological Supporting Elements","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2016/item/wbc_6/cycle/2","No Information",,,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2011","High","1","Element","Ammonia (Phys-Chem)","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2011/item/wbc_66/cycle/1","No Information","0.57",,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2014","High","1","Element","Temperature","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2014/item/wbc_74/cycle/1","No Information","1","Face Value Unchanged",,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2014","Supports Good","1","Element","Hydrological Regime","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2014/item/wbc_63/cycle/1","No Information",,"Face Value Unchanged",,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2010","Moderate","1","Ecological, chemical or quantitative status","Ecological","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2010/item/wbc_1/cycle/1","Very Certain",,,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2015","Moderate","2","Component","Biological quality elements","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2015/item/wbc_5/cycle/2","Uncertain",,,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2019","Does not require assessment","2","Component","Other Pollutants","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2019/item/wbc_229/cycle/2","No Information",,,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2013","High","2","Element","Temperature","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2013/item/wbc_74/cycle/2","No Information","1",,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2013","Supports Good","2","Element","Hydrological Regime","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2013/item/wbc_63/cycle/2","No Information",,,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2016","High","2","Element","pH","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2016/item/wbc_70/cycle/2","No Information","1","Face Value Unchanged",,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2012","Does not require assessment","1","Ecological, chemical or quantitative status","Chemical","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2012/item/wbc_2/cycle/1","No Information",,,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2010","High","1","Element","Ammonia (Phys-Chem)","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2010/item/wbc_66/cycle/1","No Information","0.99",,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2013","High","1","Element","Temperature","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2013/item/wbc_74/cycle/1","No Information","0.99","Face Value Unchanged",,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2013","Supports Good","1","Element","Hydrological Regime","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2013/item/wbc_63/cycle/1","No Information",,"Face Value Unchanged",,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2013","Moderate","2","Element","Triclosan","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2013/item/wbc_222/cycle/2","Uncertain","0",,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2019","Moderate","2","Component","Specific pollutants","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2019/item/wbc_8/cycle/2","Uncertain",,,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2011","Moderate","1","Ecological, chemical or quantitative status","Ecological","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2011/item/wbc_1/cycle/1","Uncertain",,,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2016","Good","2","Component","Biological quality elements","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2016/item/wbc_5/cycle/2","No Information",,,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2013","Good","2","Ecological, chemical or quantitative status","Chemical","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2013/item/wbc_2/cycle/2","No Information",,,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2014","High","1","Element","Iron","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2014/item/wbc_84/cycle/1","No Information","0.65",,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2011","Does not require assessment","1","Component","Priority substances","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2011/item/wbc_10/cycle/1","No Information",,,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2015","Moderate","2","Element","Phosphate","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2015/item/wbc_71/cycle/2","Very Certain","0.93",,"http://environment.data.gov.uk/catchment-planning/data/reason-for-failure/510984|http://environment.data.gov.uk/catchment-planning/data/reason-for-failure/512445",
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2012","Supports Good","1","Element","Morphology","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2012/item/wbc_64/cycle/1","No Information","0","Face Value Unchanged",,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2019","Moderate","2","Overall Waterbody","Overall Water Body","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2019/item/wbc_106/cycle/2","No Information",,,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2014","Moderate","2","Element","Triclosan","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2014/item/wbc_222/cycle/2","Uncertain","0",,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2012","Moderate","1","Ecological, chemical or quantitative status","Ecological","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2012/item/wbc_1/cycle/1","Uncertain",,,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2013","High","1","Element","Iron","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2013/item/wbc_84/cycle/1","No Information","0.75",,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2014","Good","2","Ecological, chemical or quantitative status","Chemical","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2014/item/wbc_2/cycle/2","No Information",,,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2010","Does not require assessment","1","Component","Priority substances","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2010/item/wbc_10/cycle/1","No Information",,,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2009","Does not require assessment","1","Component","Priority hazardous substances","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2009/item/wbc_9/cycle/1","No Information",,,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2013","Good","2","Element","Macrophytes and Phytobenthos Combined","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2013/item/wbc_210/cycle/2","No Information","0",,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2019","Moderate","2","Component","Physico-chemical quality elements","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2019/item/wbc_7/cycle/2","Very Certain",,,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2011","Supports Good","1","Element","Morphology","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2011/item/wbc_64/cycle/1","No Information","0","Face Value Unchanged",,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2013","Moderate","2","Ecological, chemical or quantitative status","Ecological","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2013/item/wbc_1/cycle/2","Very Certain",,,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2015","High","2","Element","pH","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2015/item/wbc_70/cycle/2","No Information","1",,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2009","Does not require assessment","1","Component","Other Pollutants","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2009/item/wbc_229/cycle/1","No Information",,,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2013","Does not require assessment","1","Ecological, chemical or quantitative status","Chemical","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2013/item/wbc_2/cycle/1","No Information",,,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2012","High","1","Element","Temperature","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2012/item/wbc_74/cycle/1","No Information","1",,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2012","Supports Good","1","Element","Hydrological Regime","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2012/item/wbc_63/cycle/1","No Information",,,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2014","Good","2","Element","Macrophytes and Phytobenthos Combined","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2014/item/wbc_210/cycle/2","No Information","0",,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2010","Supports Good","1","Element","Morphology","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2010/item/wbc_64/cycle/1","No Information","0","Face Value Unchanged",,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2014","Moderate","2","Ecological, chemical or quantitative status","Ecological","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2014/item/wbc_1/cycle/2","Very Certain",,,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2014","High","2","Element","pH","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2014/item/wbc_70/cycle/2","No Information","1",,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2009","High","1","Component","Specific pollutants","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2009/item/wbc_8/cycle/1","No Information",,,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2014","Does not require assessment","1","Ecological, chemical or quantitative status","Chemical","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2014/item/wbc_2/cycle/1","No Information",,,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2019","Supports Good","2","Component","Hydromorphological Supporting Elements","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2019/item/wbc_6/cycle/2","No Information",,,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2011","High","1","Element","Temperature","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2011/item/wbc_74/cycle/1","No Information","0.99",,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2011","Supports Good","1","Element","Hydrological Regime","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2011/item/wbc_63/cycle/1","No Information",,,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2014","Moderate","1","Element","Phosphate","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2014/item/wbc_71/cycle/1","Quite Certain","0.88","Face Value Unchanged",,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2014","Good","1","Element","Macrophytes","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2014/item/wbc_60/cycle/1","No Information","0.89",,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2013","Moderate","1","Ecological, chemical or quantitative status","Ecological","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2013/item/wbc_1/cycle/1","Uncertain",,"At Lower Level Deterioration",,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2012","High","1","Element","Iron","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2012/item/wbc_84/cycle/1","No Information","0.98",,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2015","Good","2","Ecological, chemical or quantitative status","Chemical","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2015/item/wbc_2/cycle/2","No Information",,,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2013","High","2","Element","pH","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2013/item/wbc_70/cycle/2","No Information","1",,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2010","High","1","Element","Temperature","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2010/item/wbc_74/cycle/1","No Information","1",,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2010","Supports Good","1","Element","Hydrological Regime","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2010/item/wbc_63/cycle/1","No Information",,,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2013","Moderate","1","Element","Phosphate","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2013/item/wbc_71/cycle/1","Quite Certain","0.88","Face Value Unchanged",,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2013","Good","1","Element","Macrophytes","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2013/item/wbc_60/cycle/1","No Information","0.94",,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2014","High","2","Element","Zinc","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2014/item/wbc_91/cycle/2","No Information","0",,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2009","Moderate","1","Component","Physico-chemical quality elements","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2009/item/wbc_7/cycle/1","Very Certain",,,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2014","Moderate","1","Ecological, chemical or quantitative status","Ecological","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2014/item/wbc_1/cycle/1","Uncertain","0","At Lower Level Deterioration",,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2011","High","1","Element","Iron","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2011/item/wbc_84/cycle/1","No Information","0.88",,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2019","Good","2","Component","Biological quality elements","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2019/item/wbc_5/cycle/2","No Information",,,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2016","Good","2","Ecological, chemical or quantitative status","Chemical","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2016/item/wbc_2/cycle/2","No Information",,,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2014","High","1","Element","pH","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2014/item/wbc_70/cycle/1","No Information","1","Face Value Unchanged",,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2015","Good","2","Element","Macrophytes and Phytobenthos Combined","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2015/item/wbc_210/cycle/2","No Information","0.84",,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2009","Moderate","1","Overall Waterbody","Overall Water Body","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2009/item/wbc_106/cycle/1",,,,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2015","Moderate","2","Ecological, chemical or quantitative status","Ecological","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2015/item/wbc_1/cycle/2","Very Certain",,,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2013","High","2","Element","Zinc","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2013/item/wbc_91/cycle/2","No Information","0",,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2010","High","1","Element","Iron","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2010/item/wbc_84/cycle/1","No Information",,,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2013","High","1","Element","pH","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2013/item/wbc_70/cycle/1","No Information","1","Face Value Unchanged",,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2016","Good","2","Element","Macrophytes and Phytobenthos Combined","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2016/item/wbc_210/cycle/2","No Information","0.84","Face Value Unchanged",,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2009","Supports Good","1","Component","Hydromorphological Supporting Elements","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2009/item/wbc_6/cycle/1","No Information",,,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2016","Moderate","2","Ecological, chemical or quantitative status","Ecological","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2016/item/wbc_1/cycle/2","Very Certain",,,,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2014","High","1","Element","Zinc","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2014/item/wbc_91/cycle/1","No Information","1","Face Value Unchanged",,
"Thames","Wey and Trib","Wey","GB106039017920","Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge)","River","496569","161118","SU9656961118","not designated artificial or heavily modified","2012","Moderate","1","Element","Phosphate","http://environment.data.gov.uk/catchment-planning/data/classification/waterbody/GB106039017920/year/2012/item/wbc_71/cycle/1","Quite Certain","0.88","Face Value Unchanged",,
